,Кол-во генов в кластере,Z_max,Z_mean,Кол-во родов в кластере,Имя гена в кластере,Кол-во участков с Z-DNA в промоутере
2006,18,8485.756,3497.2973599999996,19,cyclic nucleotide-binding/CBS domain-containing protein [Vibrio cholerae],5
2007,18,980.8116,899.7822666666667,20,MULTISPECIES: 5-oxoprolinase subunit PxpA [Vibrio],6
2008,18,1090.564,1002.2294666666667,19,glycoside hydrolase family 32 protein [Vibrio furnissii],3
2009,18,883.5764,798.1432500000001,18,MULTISPECIES: SMC-Scp complex subunit ScpB [Aeromonas],2
2010,18,13713.99,4732.60385,20,DUF3488 and transglutaminase-like domain-containing protein [Acinetobacter bouvetii],4
2011,18,3428.529,1311.634275,20,efflux RND transporter periplasmic adaptor subunit [Vibrio furnissii],8
2012,18,3428.529,2685.6525714285713,19,MULTISPECIES: glucokinase [Kosakonia],7
2013,18,1228.72,955.88445,18,MULTISPECIES: multidrug ABC transporter permease/ATP-binding protein [Alcanivorax],2
2014,18,,,18,MULTISPECIES: YggL family protein [Serratia],0
2015,18,1232.502,881.0765,19,histidine kinase [Psychrobacter cryohalolentis],9
2016,18,138924.1,26283.27356666667,19,Fe(3+)-siderophore ABC transporter permease [Vibrio furnissii],12
2017,18,2555.896,1719.7362,19,MULTISPECIES: sulfate ABC transporter substrate-binding protein [Kosakonia],2
2018,18,13713.99,5729.604349999999,19,MULTISPECIES: SDR family oxidoreductase [Serratia],6
2019,18,1264.189,1015.4061,20,rhombosortase [Vibrio furnissii],2
2020,18,883.5764,883.5764,19,sodium:proton antiporter [Vibrio cholerae],2
2021,18,9852.15,3384.2115666666664,19,penicillin-binding protein 1C [Alcanivorax dieselolei],6
2022,18,4545.701,1717.5406,19,MULTISPECIES: NAD(P)-dependent oxidoreductase [Vibrio],7
2023,18,8485.756,3589.4227538461537,20,alanine racemase [Acinetobacter bouvetii],13
2024,18,1356.212,1061.4176,20,MULTISPECIES: O-succinylhomoserine sulfhydrylase [Acinetobacter],2
2025,18,980.8116,932.194,19,MULTISPECIES: dihydroxyacetone kinase subunit DhaK [Aeromonas],4
2026,18,138924.1,25538.3991,20,DUF1365 family protein [Vibrio furnissii],7
2027,18,3428.529,1673.8801333333333,19,phosphoribosylanthranilate isomerase [Acinetobacter bouvetii],6
2028,18,3881.305,2532.71364,19,DUF2919 domain-containing protein [Vibrio furnissii],10
2029,18,3428.529,1803.2468333333334,19,MULTISPECIES: LysE family translocator [Vibrio],3
2030,18,8922.646,3048.6545888888886,20,DUF58 domain-containing protein [Acinetobacter bouvetii],9
2031,18,66470.78,12100.601733333331,19,MULTISPECIES: rhodanese-like domain-containing protein [Vibrio],6
2032,18,883.5764,883.5764,21,MULTISPECIES: L-lactate permease [Acinetobacter],2
2033,18,1202.592,975.4423428571429,19,MULTISPECIES: type VI protein secretion system protein VasF [Vibrio],7
2034,18,3881.305,1979.2953166666668,18,MULTISPECIES: two-component system response regulator NarL [Kosakonia],6
2035,18,4615.4,1694.8650300000002,19,MULTISPECIES: winged helix-turn-helix domain-containing protein [Serratia],10
2036,18,2943.461,991.4220600000001,18,MULTISPECIES: type VI secretion system lipoprotein TssJ [Kosakonia],10
2037,18,1248.717,921.58145,19,MULTISPECIES: cytochrome c5 family protein [Vibrio],4
2038,18,13713.99,3500.343577777778,19,lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase [Aeromonas jandaei],9
2039,18,8323.257,2743.49655,20,MULTISPECIES: CatB-related O-acetyltransferase [Vibrio],4
2040,18,1264.189,986.185675,19,siderophore-interacting protein [Vibrio cholerae],4
2041,18,1323.054,879.2704666666667,19,HAD family phosphatase [Vibrio furnissii],6
2042,18,1228.72,1008.03472,18,MULTISPECIES: phosphate ABC transporter permease PstA [Enterobacteriaceae],5
2043,18,883.5764,835.24105,19,DUF1090 domain-containing protein [Vibrio furnissii],6
2044,18,1800.518,938.7412285714285,19,HAD-IA family hydrolase [Vibrio gazogenes],7
2045,18,883.5764,883.5764,18,MULTISPECIES: envelope stress response protein PspG [Aeromonas],1
2046,18,94590.41,12171.553233333334,19,MULTISPECIES: EmmdR/YeeO family multidrug/toxin efflux MATE transporter [Serratia],9
2047,18,833.0093,833.0093,19,MULTISPECIES: ABC transporter ATP-binding protein [Serratia],1
2048,18,3428.529,2103.07445,18,MetQ/NlpA family ABC transporter substrate-binding protein [Psychrobacter arcticus],4
2049,18,38833.58,10612.549860000001,20,MULTISPECIES: ATP-binding protein [Vibrio],10
2050,18,13713.99,3803.926085714286,20,NADH-dependent flavin oxidoreductase [Vibrio furnissii],7
2051,18,766.6232,706.8808,19,MULTISPECIES: LysR family transcriptional regulator [Serratia],2
2052,18,2276.8,1202.644,19,MULTISPECIES: LysR family transcriptional regulator [Acinetobacter],4
2053,18,546.8554,546.8554,18,MULTISPECIES: cbb3-type cytochrome oxidase assembly protein CcoS [Aeromonas],1
2054,18,28780.5,13006.822016666667,19,MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Aeromonas],6
2055,18,8575.808,2877.6302,18,"MULTISPECIES: selenide, water dikinase SelD [Kosakonia]",8
2056,18,929.0738,929.0738,19,alpha/beta hydrolase [Vibrio furnissii],1
2057,18,766.6232,766.6232,17,MULTISPECIES: F0F1 ATP synthase subunit I [Serratia],5
2058,18,783.823,783.823,19,FixH family protein [Vibrio cholerae],2
2059,18,929.0738,929.0738,19,GspH/FimT family pseudopilin [Acinetobacter bouvetii],1
2060,18,3428.529,2711.6715,19,M15 family metallopeptidase [Vibrio cholerae],2
2061,18,3591.704,1541.3863428571428,19,zinc transporter ZupT [Acinetobacter soli],7
2062,18,,,18,MULTISPECIES: ABC transporter permease [Serratia],0
2063,18,1202.592,1202.592,18,MULTISPECIES: cell-envelope stress modulator CpxP [Serratia],1
2064,18,1737.612,1061.6107,19,MG2 domain-containing protein [Alcanivorax pacificus],6
2065,18,2943.461,1233.6395499999999,19,"alpha,alpha-trehalose-phosphate synthase [Kosakonia radicincitans]",6
2066,18,2091.083,1044.26852,19,GspH/FimT family pseudopilin [Vibrio furnissii],5
2067,18,27872.66,5720.455883333333,21,YdcF family protein [Acinetobacter bouvetii],6
