# Species	Genes	Alg.-Conn.	GCF_000009365.1_ASM936v1_protein.faa	GCF_000012305.1_ASM1230v1_protein.faa	GCF_000299335.2_ASM29933v2_protein.faa	GCF_000300005.1_ASM30000v1_protein.faa	GCF_001298525.1_ASM129852v1_protein.faa	GCF_001606025.1_ASM160602v1_protein.faa	GCF_001642805.2_ASM164280v2_protein.faa	GCF_001658025.2_ASM165802v2_protein.faa	GCF_001683395.1_ASM168339v1_protein.faa	GCF_001753085.1_ASM175308v1_protein.faa	GCF_001995825.2_ASM199582v2_protein.faa	GCF_002196515.1_ASM219651v1_protein.faa	GCF_002208765.2_ASM220876v2_protein.faa	GCF_002215585.1_ASM221558v1_protein.faa	GCF_002240035.1_ASM224003v1_protein.faa	GCF_002327105.1_ASM232710v1_protein.faa	GCF_003957745.1_ASM395774v1_protein.faa	GCF_004089895.1_ASM408989v1_protein.faa	GCF_004571195.1_ASM457119v1_protein.faa	GCF_004768745.1_ASM476874v1_protein.faa	GCF_006364355.1_ASM636435v1_protein.faa	GCF_007361795.1_ASM736179v1_protein.faa	GCF_007795095.1_ASM779509v1_protein.faa	GCF_008330085.1_ASM833008v1_protein.faa	GCF_008369605.1_ASM836960v1_protein.faa	GCF_009914475.1_ASM991447v1_protein.faa	GCF_010587385.1_ASM1058738v1_protein.faa	GCF_010918895.1_ASM1091889v1_protein.faa	GCF_011764505.1_ASM1176450v1_protein.faa	GCF_015167415.1_ASM1516741v1_protein.faa	GCF_016026735.1_ASM1602673v1_protein.faa	GCF_016127195.1_ASM1612719v1_protein.faa	GCF_016834455.1_ASM1683445v1_protein.faa	GCF_017309605.1_ASM1730960v1_protein.faa	GCF_017310215.1_ASM1731021v1_protein.faa	GCF_017354925.1_ASM1735492v1_protein.faa	GCF_018139125.1_ASM1813912v1_protein.faa	GCF_018324105.1_ASM1832410v1_protein.faa	GCF_019343495.1_ASM1934349v1_protein.faa	GCF_019670705.1_ASM1967070v1_protein.faa	GCF_020149575.1_ASM2014957v1_protein.faa	GCF_020405345.1_ASM2040534v1_protein.faa	GCF_900187015.1_50465_F01_protein.faa	GCF_900637545.1_51438_G01_protein.faa	GCF_904848165.1_ASM90484816v1_protein.faa
45	72	0.214	WP_008930504.1,WP_011588406.1	WP_011281297.1	WP_008732971.1	WP_014996495.1	WP_062534155.1	WP_010197981.1	WP_004940327.1,WP_004847623.1	WP_002891893.1,WP_002438074.1	WP_002891893.1,WP_002438074.1	WP_011213200.1	WP_004738609.1,WP_017056636.1	WP_021020598.1,WP_088133439.1	WP_011514651.1	WP_033537934.1,WP_033539833.1	WP_094090327.1	WP_096008039.1,WP_096296768.1	WP_126166064.1,WP_126165812.1	WP_023478250.1,WP_023481188.1	WP_028385984.1	WP_004940327.1,WP_004847623.1	WP_038150877.1,WP_004729026.1	WP_058500529.1	WP_132998728.1	WP_002891893.1,WP_002438074.1	WP_000767166.1,WP_000717795.1	WP_004650081.1	WP_164649095.1,WP_164648875.1	WP_004281042.1	WP_173237937.1	WP_002891893.1,WP_002438074.1	WP_004847623.1,WP_004949337.1	WP_033114048.1,WP_005308848.1	WP_011759051.1,WP_011758768.1	WP_004940327.1,WP_004847623.1	WP_011704615.1,WP_005308848.1	WP_207322210.1,WP_207320781.1	WP_004281042.1	WP_004650081.1	WP_004281042.1	WP_100142136.1,WP_221049609.1	WP_005904813.1,WP_005895417.1	WP_005308655.1,WP_005308848.1	WP_004847623.1,WP_004949337.1	WP_011704615.1,WP_005308848.1	WP_131669382.1
11	11	0.815	*	*	*	*	*	*	WP_019454012.1	WP_064567775.1	WP_017455970.1	*	*	*	*	*	*	*	*	WP_128483366.1	*	WP_135637896.1	*	*	*	WP_007373937.1	*	*	*	*	*	WP_193822108.1	WP_054307075.1	*	*	WP_089196734.1	*	*	*	*	*	WP_100143225.1	*	*	WP_095096303.1	*	*
11	11	0.813	*	*	*	*	*	*	*	WP_043952487.1	WP_017459295.1	*	*	WP_021019739.1	*	*	*	*	*	WP_023480526.1	*	*	WP_004726123.1	*	*	WP_007370532.1	*	*	*	*	*	WP_020454941.1	*	WP_042029418.1	*	*	WP_206817781.1	*	*	*	*	*	*	WP_226013886.1	*	WP_042653527.1	*
11	11	0.805	*	*	*	*	*	*	*	WP_064565583.1	WP_017458324.1	*	WP_017058034.1	WP_021021211.1	*	*	*	*	*	WP_023480059.1	*	*	WP_004724310.1	*	*	WP_007371544.1	*	*	*	*	*	WP_017458324.1	WP_054307046.1	*	*	*	WP_101615170.1	*	*	*	*	*	*	*	WP_061795593.1	*	*
11	11	0.803	*	WP_011281344.1	*	*	WP_062534233.1	WP_062845709.1	*	*	*	*	*	*	WP_011514712.1	*	*	WP_096296853.1	*	*	*	*	*	*	*	*	*	WP_160241086.1	*	WP_004891720.1	*	*	*	*	*	*	*	*	WP_004945594.1	WP_005007996.1	WP_005247875.1	*	*	*	*	*	WP_201498369.1
11	11	0.802	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_088905515.1	*	WP_096298580.1	WP_126168324.1	*	*	*	*	*	*	*	*	WP_160241368.1	*	WP_163165703.1	*	*	*	*	WP_203325919.1	*	*	WP_207325421.1	WP_212515693.1	WP_026253419.1	WP_219309082.1	WP_221050358.1	*	*	*	*	*
11	11	0.801	*	WP_011280357.1	*	*	WP_062533310.1	WP_228139826.1	*	*	*	*	*	*	WP_011513709.1	WP_088904067.1	*	WP_096299244.1	WP_126167728.1	*	*	*	*	*	WP_144893925.1	*	*	*	*	*	*	*	*	*	WP_011760671.1	*	*	WP_207324393.1	*	*	*	WP_100145963.1	*	*	*	*	*
11	11	0.799	WP_011588467.1	*	WP_008735655.1	WP_014994954.1	*	*	*	*	*	*	WP_077681076.1	*	*	WP_088903475.1	*	*	WP_126168734.1	*	*	*	WP_038151969.1	*	*	*	*	*	WP_164648598.1	*	*	*	*	*	WP_203325432.1	*	*	WP_207325017.1	*	*	*	WP_025889011.1	*	*	*	*	*
11	11	0.796	*	*	*	*	*	*	*	WP_007371542.1	WP_017458326.1	*	WP_077681349.1	WP_021021209.1	*	*	*	*	*	WP_128482714.1	*	*	WP_004724312.1	*	*	WP_007371542.1	*	*	*	*	*	WP_017458326.1	WP_054307044.1	*	*	*	WP_043163160.1	*	*	*	*	*	*	*	WP_061795591.1	*	*
11	11	0.795	*	*	*	*	*	*	*	WP_064568448.1	WP_017457902.1	*	WP_038882677.1	WP_021021206.1	*	*	*	*	*	WP_094419346.1	*	*	WP_004724315.1	*	*	WP_149289168.1	*	*	*	*	*	WP_017457902.1	WP_054307042.1	*	*	*	WP_206819832.1	*	*	*	*	*	*	*	WP_061795589.1	*	*
11	11	0.795	*	*	*	*	*	*	WP_063918399.1	*	WP_065369523.1	*	*	*	*	*	*	*	*	*	*	WP_021504771.1	*	*	*	*	*	*	*	*	*	WP_193821308.1	WP_054305088.1	WP_042029562.1	*	WP_033636294.1	WP_011707781.1	*	*	*	*	*	WP_224431513.1	WP_043170593.1	*	WP_042654395.1	*
11	11	0.794	*	*	*	*	*	*	WP_063919741.1	WP_064564953.1	WP_065370499.1	*	*	WP_088133685.1	*	*	*	*	*	WP_128482573.1	*	WP_135638380.1	*	*	*	WP_149288521.1	*	*	*	*	*	WP_193820766.1	WP_054304726.1	*	*	WP_160204443.1	*	*	*	*	*	*	*	*	WP_095098498.1	*	*
11	11	0.788	*	*	*	WP_014993740.1	*	*	WP_019453041.1	WP_064563613.1	WP_017457480.1	*	*	*	*	*	*	*	*	WP_023480942.1	*	WP_004937304.1	*	*	*	WP_035889656.1	*	*	*	*	*	WP_086873402.1	WP_072186049.1	*	*	WP_072270933.1	*	*	*	*	*	*	*	*	WP_095099258.1	*	*
11	11	0.783	*	*	*	*	*	*	WP_063919740.1	WP_064564955.1	WP_017458535.1	*	*	WP_088133682.1	*	*	*	*	*	WP_128482574.1	*	WP_004935728.1	*	*	*	WP_007371155.1	*	*	*	*	*	WP_193820765.1	WP_054304725.1	*	*	WP_089194986.1	*	*	*	*	*	*	*	*	WP_061795867.1	*	*
11	11	0.779	*	*	*	*	*	*	WP_063918712.1	WP_064563475.1	WP_065369434.1	*	*	*	*	*	*	*	*	WP_128482064.1	*	WP_033632024.1	WP_004727882.1	*	*	WP_144135381.1	*	*	*	*	*	WP_065369434.1	WP_054305942.1	*	*	WP_033644529.1	*	*	*	*	*	*	*	*	WP_095099356.1	*	*
11	11	0.762	*	*	*	*	*	*	WP_063919212.1	*	*	WP_015444487.1	*	*	*	*	WP_094090873.1	*	*	*	WP_051551012.1	WP_049202801.1	*	WP_135061533.1	*	*	*	*	*	*	WP_173237116.1	*	WP_054304813.1	WP_225628321.1	*	WP_046686867.1	*	*	*	*	*	*	*	*	WP_095097004.1	*	*
11	11	0.758	*	*	*	*	WP_062535646.1	*	*	*	*	*	*	*	*	WP_088905276.1	*	*	WP_126165941.1	*	*	*	*	*	*	*	*	WP_160241529.1	*	WP_004893520.1	*	*	*	*	WP_203326153.1	*	*	WP_207324474.1	*	WP_005008279.1	WP_219309860.1	WP_221050597.1	*	*	*	*	WP_201499182.1
11	11	0.757	*	*	*	*	*	*	WP_063918066.1	WP_064564172.1	WP_017459293.1	*	*	WP_088135260.1	*	*	*	*	*	WP_128482261.1	*	WP_049232400.1	*	*	*	WP_007370530.1	*	*	WP_164647968.1	*	*	WP_097401491.1	*	*	*	WP_160203939.1	*	*	*	*	*	*	*	*	WP_061794789.1	*	*
11	11	0.744	*	*	*	*	*	*	*	WP_064568239.1	WP_017458813.1	*	*	WP_088135221.1	*	*	*	*	*	WP_128483540.1	*	*	*	*	*	WP_007373451.1	*	WP_160241068.1	*	WP_004810997.1	*	WP_086873207.1	*	*	*	*	*	*	WP_212515355.1	WP_005011683.1	WP_005262445.1	*	*	*	*	*	*
11	11	0.74	*	*	*	*	*	*	WP_019453735.1	*	*	*	*	*	*	WP_033540217.1	*	*	WP_126166645.1	*	*	WP_004936094.1	*	*	*	*	*	*	WP_164649945.1	*	*	*	WP_015673179.1	*	WP_203326761.1	WP_025303682.1	*	WP_207320094.1	*	*	*	WP_096141612.1	*	*	WP_095098554.1	*	*
11	11	0.735	*	*	*	*	*	*	*	WP_064568447.1	WP_065369315.1	*	WP_077681350.1	WP_088133837.1	*	*	*	*	*	WP_128483651.1	*	*	WP_004724313.1	*	*	WP_071920207.1	*	*	*	*	*	WP_193821782.1	WP_054307043.1	*	*	*	WP_206819834.1	*	*	*	*	*	*	*	WP_061795590.1	*	*
11	11	0.734	*	*	*	*	*	*	*	*	*	*	WP_017056123.1	*	*	*	*	*	WP_126168133.1	*	*	*	WP_004728888.1	*	*	*	WP_000609761.1	*	WP_164647428.1	*	*	*	*	WP_042033088.1	WP_203324879.1	*	WP_139391482.1	*	*	*	*	*	WP_042040636.1	WP_010633351.1	*	WP_042653939.1	*
11	11	0.731	*	*	*	*	*	*	WP_063918065.1	WP_064564170.1	WP_065370227.1	*	*	WP_088135259.1	*	*	*	*	*	WP_128482260.1	*	WP_135637756.1	*	*	*	WP_007370529.1	*	*	WP_164647967.1	*	*	WP_193821044.1	*	*	*	WP_160203938.1	*	*	*	*	*	*	*	*	WP_095095581.1	*	*
11	11	0.726	*	*	*	*	*	*	WP_019452579.1	WP_064562925.1	WP_065369610.1	*	*	*	*	*	*	*	*	WP_128481924.1	*	WP_135637701.1	*	*	*	WP_035886739.1	*	*	*	*	WP_173237903.1	WP_086872540.1	WP_054307109.1	*	*	WP_160203884.1	*	*	*	*	*	*	*	*	WP_061797926.1	*	*
11	11	0.725	*	*	*	*	*	*	WP_015376394.1	WP_064569094.1	WP_017459159.1	*	*	WP_021019004.1	*	*	*	*	*	*	*	WP_033631612.1	*	*	*	WP_072440962.1	*	*	*	*	*	WP_193821648.1	WP_015344303.1	*	*	WP_015376394.1	*	*	*	*	*	*	*	*	WP_061799890.1	*	WP_201497601.1
11	11	0.723	*	*	*	*	*	*	WP_063919142.1	WP_064568374.1	WP_025263722.1	*	*	*	*	*	*	*	*	WP_128483608.1	*	WP_033633429.1	*	*	*	WP_149289153.1	*	*	*	*	*	WP_193822640.1	*	*	*	WP_033650690.1	*	*	*	*	*	*	WP_224430960.1	*	WP_095096829.1	WP_042652942.1	*
11	11	0.722	*	*	*	*	*	*	*	*	*	*	WP_017056696.1	WP_088133504.1	*	WP_088904699.1	*	*	WP_126165756.1	*	*	*	WP_004729572.1	*	*	*	WP_000774532.1	*	WP_164648991.1	*	WP_173238210.1	*	*	*	WP_203325968.1	*	*	WP_207321877.1	*	*	*	WP_100142503.1	*	*	*	*	*
11	11	0.721	*	*	*	*	WP_062534242.1	*	*	WP_064568823.1	WP_065369843.1	*	*	WP_232471977.1	*	*	*	*	*	WP_076769055.1	*	*	WP_004728427.1	*	*	WP_007372409.1	WP_095467727.1	*	*	*	*	WP_097401674.1	*	*	*	*	*	*	*	*	*	*	WP_224431189.1	WP_226013994.1	*	*	*
11	11	0.72	*	*	*	*	*	*	WP_063919277.1	WP_064563553.1	WP_065370435.1	*	*	WP_198298147.1	*	*	*	WP_096297482.1	*	*	*	WP_135638115.1	*	*	WP_144890354.1	WP_007370092.1	*	*	*	*	*	*	WP_054306394.1	*	*	WP_069100092.1	*	*	*	*	*	*	*	*	WP_095097167.1	*	*
11	11	0.72	*	*	*	*	WP_084785744.1	*	WP_025159784.1	WP_064565193.1	WP_065368105.1	*	*	*	*	*	*	*	*	WP_128482649.1	*	WP_033632920.1	*	*	*	WP_107146579.1	*	*	*	*	*	WP_193820692.1	WP_054304996.1	*	*	WP_046687143.1	*	*	*	*	*	*	*	*	WP_061795125.1	*	*
11	11	0.706	*	*	*	*	*	*	WP_025159671.1	WP_064567454.1	WP_065368863.1	*	*	*	*	*	*	*	*	WP_128483250.1	*	WP_004928168.1	*	*	*	WP_149288945.1	*	*	WP_164650209.1	*	*	WP_193822203.1	WP_054305495.1	*	*	WP_033642584.1	*	*	*	*	*	*	*	*	WP_095096817.1	*	*
11	11	0.705	*	*	*	*	*	*	*	WP_064563121.1	*	*	WP_017056839.1	*	*	*	*	*	WP_126168054.1	*	*	*	WP_004725263.1	*	*	WP_007369679.1	*	*	*	*	*	*	*	WP_042030838.1	WP_203324810.1	*	WP_016351795.1	*	*	*	*	*	WP_224432225.1	WP_005297924.1	WP_061795986.1	*	*
11	11	0.696	*	*	WP_008735814.1	*	*	*	*	*	*	*	*	WP_027694336.1	*	*	*	*	*	*	*	*	WP_004727091.1	*	*	*	WP_000145530.1	*	*	*	*	*	*	WP_042029799.1	*	*	WP_060389966.1	*	WP_004938329.1	*	*	WP_044735010.1	WP_042040881.1	WP_226014077.1	*	WP_042652723.1	*
11	11	0.695	WP_011588263.1	*	WP_008735202.1	WP_014994138.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_005178447.1	*	WP_163166186.1	*	*	*	WP_042030972.1	*	*	WP_039215798.1	*	WP_048763749.1	WP_005010228.1	WP_219309520.1	*	*	WP_201880535.1	*	*	*
11	11	0.691	*	*	*	*	*	*	WP_019452474.1	WP_064564921.1	WP_065370486.1	*	*	*	*	*	*	*	*	WP_128482514.1	*	WP_082996620.1	*	*	*	WP_149288512.1	*	*	*	*	*	WP_193820788.1	WP_054307732.1	*	*	WP_160204402.1	*	*	*	*	*	*	WP_224430515.1	*	WP_095098334.1	*	*
11	11	0.681	*	*	*	*	*	*	*	WP_064568954.1	WP_025263849.1	*	*	*	*	*	*	WP_096299898.1	*	WP_128482172.1	*	*	WP_004725083.1	*	*	WP_007370329.1	*	*	*	*	*	WP_193821106.1	WP_015672081.1	*	*	*	*	*	*	*	*	*	WP_224431090.1	*	WP_061795467.1	WP_042653583.1	*
11	11	0.679	WP_011589682.1	*	*	*	*	*	*	*	*	*	WP_077681278.1	WP_027694366.1	*	WP_033537713.1	*	*	WP_126166394.1	*	*	*	WP_167498035.1	*	*	*	WP_172527505.1	*	WP_164650776.1	*	*	*	*	*	WP_203326582.1	*	*	WP_207322613.1	*	*	*	WP_221049402.1	*	*	*	*	*
11	11	0.664	*	*	*	*	*	*	*	*	*	WP_010947424.1	*	*	*	*	WP_094091064.1	WP_233580312.1	*	*	WP_028386692.1	*	*	WP_143867864.1	*	*	*	*	WP_164650931.1	*	WP_173237042.1	*	*	WP_042030831.1	*	*	WP_024943578.1	*	*	*	*	*	*	WP_043170330.1	*	WP_042651704.1	*
11	11	0.661	*	*	*	*	*	*	*	*	*	*	*	WP_088133594.1	*	WP_088904622.1	*	*	WP_126166945.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_042031293.1	WP_203327039.1	*	WP_011705467.1	WP_207322996.1	*	*	*	WP_100143662.1	WP_224432600.1	WP_005299285.1	*	WP_042651395.1	*
11	11	0.655	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_096298073.1	WP_126165960.1	*	*	*	*	*	WP_144891412.1	*	*	WP_005179461.1	*	WP_004814829.1	*	*	*	*	WP_203326169.1	*	*	WP_207325502.1	WP_004935971.1	WP_005008114.1	WP_004280661.1	WP_025890081.1	*	*	*	*	*
11	11	0.655	WP_186326994.1	*	WP_008738455.1	WP_014995682.1	*	*	WP_063919563.1	*	*	*	*	WP_088133779.1	*	*	*	*	*	*	*	WP_135638253.1	*	*	*	WP_149288638.1	*	*	*	*	*	*	WP_054305005.1	*	*	WP_033650275.1	*	*	WP_004937716.1	*	*	*	*	*	WP_061795135.1	*	*
11	11	0.653	*	*	*	*	*	*	WP_063918220.1	WP_064562934.1	WP_065369607.1	*	*	*	*	*	*	*	*	WP_128481925.1	*	WP_135637702.1	*	*	*	WP_035886737.1	*	*	*	*	WP_173237920.1	WP_193821372.1	WP_054307948.1	*	*	WP_033645053.1	*	*	*	*	*	*	*	*	WP_095094969.1	*	*
11	11	0.646	*	*	*	*	WP_204247902.1	*	*	*	*	*	*	*	*	WP_088905928.1	*	*	*	*	*	*	*	*	*	*	WP_044128232.1	WP_075175261.1	WP_164649828.1	WP_163165504.1	*	*	*	*	*	*	*	WP_228289735.1	WP_151816127.1	WP_005011212.1	WP_219308935.1	*	*	*	*	*	WP_227676781.1
11	11	0.644	*	*	*	*	*	*	WP_019452573.1	WP_064562937.1	WP_065369606.1	*	*	*	*	*	*	*	*	WP_128481926.1	*	WP_085058458.1	*	*	*	WP_149288176.1	*	*	*	*	WP_173237921.1	WP_193821371.1	WP_062779108.1	*	*	WP_069100559.1	*	*	*	*	*	*	*	*	WP_095094972.1	*	*
11	11	0.642	*	*	*	*	*	*	*	*	*	*	WP_046224285.1	*	*	WP_232479577.1	*	*	WP_126168988.1	*	*	*	WP_004725897.1	*	*	*	WP_149560330.1	*	WP_164650720.1	*	*	*	*	WP_042029383.1	WP_203325633.1	*	WP_206818485.1	*	*	*	*	WP_100144486.1	*	WP_017781957.1	*	*	*
11	11	0.638	*	*	*	*	*	*	WP_019453334.1	WP_064565514.1	WP_065368152.1	*	*	*	*	*	*	*	*	WP_076770090.1	*	WP_135637726.1	*	*	*	WP_149288664.1	*	*	*	*	*	WP_193820647.1	WP_054304821.1	*	*	WP_016929320.1	*	*	*	*	*	WP_221049859.1	*	*	WP_061799851.1	*	*
11	11	0.637	WP_011589239.1	*	WP_008734135.1	WP_014993440.1	*	*	*	WP_064568249.1	*	WP_010947239.1	*	WP_088133216.1	*	*	WP_094090897.1	*	*	*	*	*	*	WP_143867724.1	*	WP_007373439.1	*	*	WP_239502597.1	*	WP_173237227.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
11	11	0.629	*	*	*	*	*	*	WP_063918219.1	WP_064562939.1	WP_065369604.1	*	*	*	*	*	*	*	*	WP_128481928.1	*	WP_135637703.1	*	*	*	WP_079517246.1	*	*	*	*	WP_197933195.1	WP_193821369.1	WP_054307937.1	*	*	WP_160203886.1	*	*	*	*	*	*	*	*	WP_095094975.1	*	*
11	11	0.628	*	*	*	*	*	*	WP_019454661.1	WP_064565011.1	WP_065370528.1	*	*	*	*	*	*	*	*	WP_128482592.1	*	WP_016928556.1	*	*	*	WP_007371200.1	*	*	*	*	WP_173236937.1	WP_086868227.1	WP_054304986.1	*	*	WP_033650524.1	*	*	*	*	*	*	*	*	WP_061797657.1	*	*
11	11	0.626	*	*	*	*	*	*	WP_004927916.1	WP_064568741.1	WP_065369898.1	*	*	*	*	*	*	*	*	WP_128483814.1	*	WP_015377406.1	*	*	*	WP_149289268.1	*	*	*	*	*	WP_086873021.1	WP_015671912.1	*	*	WP_025302375.1	*	*	WP_004948001.1	*	*	*	*	*	WP_061798287.1	*	*
11	11	0.613	*	*	*	*	*	*	*	WP_064568542.1	WP_065369379.1	*	*	*	*	*	*	*	*	WP_128483705.1	*	*	WP_004725097.1	*	*	WP_007372985.1	*	*	WP_164649425.1	*	*	WP_086870292.1	*	WP_033115398.1	*	*	*	*	*	*	*	WP_100144546.1	WP_042041830.1	*	*	WP_042653234.1	*
11	11	0.613	*	*	*	*	*	*	WP_063919043.1	WP_064564168.1	WP_065370220.1	*	*	*	*	*	*	*	*	WP_128482252.1	*	WP_033633731.1	WP_038151258.1	*	*	*	*	*	*	*	*	WP_193822720.1	WP_015671600.1	*	*	WP_046686694.1	*	*	*	*	*	*	*	*	WP_061798394.1	WP_042651767.1	*
11	11	0.613	*	*	*	WP_014994045.1	*	*	WP_063918822.1	WP_064563455.1	WP_065369440.1	*	*	WP_088135046.1	*	*	*	*	*	*	*	WP_015376808.1	WP_004727866.1	*	*	*	*	*	*	*	*	WP_017457392.1	WP_128144309.1	*	*	WP_122004296.1	*	*	*	*	*	*	*	*	WP_095100023.1	*	*
11	11	0.613	WP_231483361.1	*	WP_008733518.1	WP_014993255.1	*	*	WP_063919565.1	*	*	*	*	*	*	*	*	WP_233580176.1	*	*	*	WP_033632926.1	*	*	*	WP_244970390.1	*	*	*	*	*	*	WP_054305003.1	*	*	WP_099785786.1	*	*	WP_025096072.1	*	*	*	*	*	WP_061795133.1	*	*
11	11	0.612	*	*	*	*	*	*	WP_063918345.1	WP_064566082.1	WP_017457198.1	*	*	*	*	*	*	WP_096298203.1	*	WP_054803438.1	*	WP_004929989.1	*	*	WP_144889198.1	WP_007371947.1	*	*	*	*	*	WP_086868699.1	*	*	*	WP_033645369.1	*	*	*	*	*	*	*	*	WP_061800297.1	*	*
11	11	0.606	*	*	*	WP_014995011.1	*	*	WP_063919892.1	WP_064564510.1	WP_065370343.1	*	*	*	*	*	*	*	*	WP_128482351.1	*	WP_015378777.1	*	*	*	WP_071921186.1	*	*	*	*	*	WP_086870761.1	WP_054306787.1	*	*	WP_160204492.1	*	*	*	*	*	*	*	*	WP_061796481.1	*	*
11	11	0.6	*	*	*	*	*	*	WP_063918418.1	WP_071892574.1	WP_071908196.1	*	*	*	*	*	*	*	*	WP_128481927.1	*	WP_081877847.1	*	*	*	WP_007369588.1	*	*	*	*	WP_173237922.1	WP_193821370.1	WP_054307936.1	*	*	WP_080273430.1	*	*	*	*	*	*	*	*	WP_174524360.1	*	*
11	11	0.593	*	*	*	*	*	*	*	*	*	*	WP_077680650.1	*	*	WP_088903531.1	*	*	WP_237158674.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_042032207.1	WP_239002058.1	*	WP_206819272.1	WP_228289673.1	*	*	*	WP_221050205.1	WP_224431385.1	WP_043169395.1	*	WP_042653139.1	*
11	11	0.587	WP_011588837.1	*	WP_008734300.1	WP_014992886.1	*	WP_062844771.1	*	*	*	*	*	*	*	WP_088905103.1	*	*	WP_126168585.1	*	*	*	*	*	*	*	*	*	*	WP_163165379.1	*	*	*	*	WP_203325296.1	*	*	*	*	WP_005008490.1	WP_219308784.1	WP_221049516.1	*	*	*	*	*
11	11	0.586	*	*	*	*	*	*	*	WP_064568646.1	WP_017459085.1	*	WP_017055885.1	*	*	*	*	*	*	*	*	*	WP_172475432.1	*	*	WP_007372833.1	*	*	*	*	*	WP_086872929.1	*	WP_041209520.1	*	*	WP_016352302.1	*	*	*	*	*	WP_224431487.1	WP_005306467.1	*	WP_042042602.1	*
11	11	0.585	*	*	*	*	*	*	WP_063919896.1	WP_064564503.1	WP_017459016.1	*	*	*	*	*	*	*	*	WP_076768821.1	*	WP_050501234.1	*	*	*	WP_007370798.1	*	*	WP_164649871.1	*	*	WP_193820931.1	WP_054306791.1	*	*	WP_046687657.1	*	*	*	*	*	*	*	*	WP_061796463.1	*	*
11	11	0.572	*	*	*	*	*	*	WP_019453367.1	WP_064568685.1	WP_017459141.1	*	*	*	*	WP_232479487.1	*	*	WP_126168415.1	WP_128483780.1	*	*	*	*	*	WP_149289248.1	*	*	*	*	*	WP_097401762.1	*	*	WP_203325126.1	*	*	WP_207324816.1	*	*	*	WP_100141813.1	*	*	*	*	*
11	11	0.566	*	*	*	*	*	*	WP_004930634.1	WP_035885807.1	WP_025263597.1	*	*	*	*	*	*	*	*	WP_034812242.1	*	WP_004930634.1	*	*	*	WP_035885807.1	*	*	*	*	*	WP_025263597.1	WP_015672500.1	*	*	WP_004930634.1	*	*	*	*	*	*	*	*	WP_004945176.1	WP_232018942.1	*
11	11	0.563	*	*	*	*	*	*	WP_063919895.1	WP_064564504.1	WP_065370337.1	*	*	*	*	*	*	*	*	WP_128482347.1	*	WP_060560064.1	*	*	*	WP_007370799.1	*	*	WP_164649872.1	*	*	WP_097400263.1	WP_054306790.1	*	*	WP_033651571.1	*	*	*	*	*	*	*	*	WP_095098843.1	*	*
11	11	0.562	*	*	*	WP_014993647.1	*	*	*	WP_064566269.1	WP_017457074.1	*	*	WP_021021085.1	*	*	*	WP_096298774.1	*	WP_128482384.1	*	*	*	*	*	WP_007372063.1	*	*	*	WP_008305088.1	*	WP_097399645.1	WP_015962251.1	*	*	*	*	*	*	*	WP_219308732.1	*	*	*	*	*	*
11	11	0.556	*	*	*	WP_014996630.1	*	*	WP_063919089.1	WP_064567598.1	WP_065370633.1	*	*	*	*	*	*	*	*	WP_128483298.1	*	WP_060559090.1	*	*	*	WP_007374072.1	*	*	*	*	*	WP_086872139.1	WP_054304861.1	*	*	WP_160204138.1	*	*	*	*	*	*	*	*	WP_061798528.1	*	*
11	11	0.555	*	*	*	*	*	*	*	*	*	*	WP_077680667.1	WP_021020445.1	*	*	*	*	WP_164551208.1	*	*	*	WP_004725504.1	*	*	*	WP_000977701.1	*	*	*	*	*	*	WP_042030629.1	WP_203324678.1	*	WP_206819837.1	*	*	*	*	*	WP_224432766.1	WP_024941602.1	*	WP_170176029.1	*
11	11	0.55	*	WP_011280227.1	*	*	WP_062533495.1	WP_228139832.1	*	*	*	*	*	*	WP_226939349.1	*	*	WP_096298806.1	*	*	*	*	*	*	WP_144891655.1	*	*	*	*	*	*	*	*	WP_005338181.1	*	*	WP_049049137.1	*	*	*	*	*	WP_224433022.1	WP_043170051.1	*	WP_042652846.1	*
11	11	0.539	*	*	*	*	*	*	*	*	*	*	WP_077680378.1	*	*	WP_033538897.1	*	*	WP_126168813.1	*	*	*	WP_172475420.1	*	*	*	WP_101411347.1	*	WP_164650563.1	*	*	*	*	WP_042031587.1	WP_203325490.1	*	WP_017409114.1	*	*	*	*	WP_025889566.1	*	WP_017778418.1	*	*	*
11	11	0.536	*	*	*	*	*	*	WP_019452333.1	WP_064565356.1	*	*	*	WP_088135179.1	*	*	*	*	*	*	*	WP_015378793.1	*	*	*	WP_149288630.1	*	*	*	*	*	*	*	WP_033115308.1	*	WP_033644109.1	WP_011707518.1	*	*	*	*	*	*	WP_216973445.1	WP_061796445.1	WP_042653164.1	*
